Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
hip circ male custom,hip_circ_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,180895,,0.533224219477012,-0.00810539698830125,,,continuous-hip_circ_male_custom-males--custom
Volume of grey matter,25006,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,18193,,0.533343711739164,-0.0190589307228932,,,continuous-25006-both_sexes--irnt
Plaquenil 200mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,164,394619,0.533407184345645,0.246710201228599,,,categorical-20003-both_sexes-1140875392-
"M79 Other soft tissue disorders, not elsewhere classified",131960,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,64586,330255,0.533685930853075,0.00554088127282932,,,icd_first_occurrence-131960-both_sexes--
M90 Osteopathies in diseases classified elsewhere,131982,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,416,394425,0.533725631051668,0.154613790243646,,,icd_first_occurrence-131982-both_sexes--
X90.3 Neutropenia drugs Band 1,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,163,394678,0.533910995263463,0.246777001005186,,,categorical-41210-both_sexes-X903-
X72.9 Unspecified delivery of chemotherapy for neoplasm,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,549,394292,0.534207838228195,-0.141776939875951,,,categorical-41200-both_sexes-X729-
N13 Obstructive and reflux uropathy,132022,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3434,391407,0.534217948453321,0.0526428072546732,,,icd_first_occurrence-132022-both_sexes--
Mean L3 in anterior limb of internal capsule on FA skeleton (right),25312,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.534360474873795,0.0223618362847991,,,continuous-25312-both_sexes--irnt
O34 Maternal care for known or suspected abnormality of pelvic organs,132220,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1455,212158,0.53442706598711,0.0831837719392119,,,icd_first_occurrence-132220-both_sexes--
Weighted-mean MD in tract anterior thalamic radiation (right),25518,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.534534380938166,0.0215145662806604,,,continuous-25518-both_sexes--irnt
Thyroiditis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,191,394592,0.5349410207223,-0.226880123670839,,,categorical-20002-both_sexes-1428-
Glucosamine product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,26527,368256,0.534955752750339,0.0133531962692101,,,categorical-20003-both_sexes-1141188442-
Maxillo-facial surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2927,391856,0.534996136117004,0.0575397413919154,,,categorical-20004-both_sexes-1481-
Z66.5 Lumbar vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2596,392245,0.535277460840615,-0.0615514939212004,,,categorical-41210-both_sexes-Z665-
Nasobec aqueous 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,166,394617,0.535702315475972,0.244844791051916,,,categorical-20003-both_sexes-1141145638-
H56.8 Other specified other operations on anus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,585,394256,0.535922517778957,0.130392145429146,,,categorical-41200-both_sexes-H568-
Mean MO in inferior cerebellar peduncle on FA skeleton (right),25162,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.535931996847219,0.022927121603805,,,continuous-25162-both_sexes--irnt
Mean L1 in superior cerebellar peduncle on FA skeleton (left),25213,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.536023351444113,-0.0228566090519365,,,continuous-25213-both_sexes--irnt
"N31 Neuromuscular dysfunction of bladder, not elsewhere classified",132056,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3831,391010,0.536113660232484,0.0508398908325568,,,icd_first_occurrence-132056-both_sexes--
Z52.9 Chest wall NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,368,394473,0.536141759074853,-0.165152666131642,,,categorical-41210-both_sexes-Z529-
Metformin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,9811,384972,0.536233688007486,-0.031014832357441,,,categorical-20003-both_sexes-1140884600-
J42 Unspecified chronic bronchitis,131488,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,426,394415,0.536463296718028,-0.153779989751058,,,icd_first_occurrence-131488-both_sexes--
Mean ICVF in middle cerebellar peduncle on FA skeleton,25344,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.536574585956287,-0.024442604559046,,,continuous-25344-both_sexes--irnt
Mean L1 in external capsule on FA skeleton (right),25232,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.536865573214261,-0.0238026965128335,,,continuous-25232-both_sexes--irnt
Gastritis/gastric erosions,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,606,394177,0.537305999029072,-0.127927417880917,,,categorical-20002-both_sexes-1143-
G19.9 Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,347,394494,0.537337193302698,-0.171926790943029,,,categorical-41200-both_sexes-G199-
Z61.3 Axillary lymph node,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,167,213446,0.537545109388526,0.245866645154374,,,categorical-41210-both_sexes-Z613-
"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",25792,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.537574831996113,0.0216810009460685,,,continuous-25792-both_sexes--irnt
E08.1 Polypectomy of internal nose,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,572,394269,0.537680883260861,-0.129488836402789,,,categorical-41210-both_sexes-E081-
M45.9 Unspecified diagnostic endoscopic examination of bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4928,389913,0.537750124941469,0.0449594457506887,,,categorical-41210-both_sexes-M459-
Q28 Other congenital malformations of circulatory system,132482,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,163,394678,0.539413524799086,0.244602152481412,,,icd_first_occurrence-132482-both_sexes--
Z15.2 Upper outer quadrant of breast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,824,212789,0.539550034628946,-0.109744221896461,,,categorical-41210-both_sexes-Z152-
X29.9 Unspecified continuous Infusion of therapeutic substance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,274,394567,0.539613854630958,-0.198537459345986,,,categorical-41210-both_sexes-X299-
C25 Malignant neoplasm of pancreas,C25,icd10,,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C25 Malignant neoplasm of pancreas,,629,394212,0.539693680394177,0.12408989826411,,,icd10-C25-both_sexes--
M47.2 Change of urethral catheter into bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,166,394675,0.540055761396945,-0.242569856492563,,,categorical-41210-both_sexes-M472-
Gallstones removed,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,331,394452,0.540139381505115,0.171964802919317,,,categorical-20004-both_sexes-1528-
Y91.9 Unspecified external beam radiotherapy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,236,394605,0.54014834623009,0.193518646653676,,,categorical-41210-both_sexes-Y919-
"N71 Inflammatory disease of uterus, except cervix",132108,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,387,213226,0.540419000564302,-0.158735421037843,,,icd_first_occurrence-132108-both_sexes--
Sleeping too much,20534,categorical,,Online follow-up > Mental health > Depression,,10225,39517,0.540447067756422,-0.0372404694116423,,,categorical-20534-both_sexes--
L01 Impetigo,131698,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1149,393692,0.540678339195181,0.0918820445127368,,,icd_first_occurrence-131698-both_sexes--
B30.3 Removal of prosthesis for breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,275,213338,0.540754975296284,-0.187146664031338,,,categorical-41200-both_sexes-B303-
Ent surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,302,394481,0.541126124096067,-0.178651114493577,,,categorical-20004-both_sexes-1118-
N32.1 Biopsy of lesion of penis,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,194,181034,0.54136620153031,-0.223609296794292,,,categorical-41200-both_sexes-N321-
Median T2star in putamen (right),25031,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,16739,,0.541392048454974,0.0240537120710333,,,continuous-25031-both_sexes--irnt
Z27.9 Upper digestive tract NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,783,394058,0.541937760495434,-0.110697479678596,,,categorical-41210-both_sexes-Z279-
Median z-statistic (in group-defined mask) for faces-shapes contrast,25050,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,15902,,0.542135687156607,-0.0234367104688003,,,continuous-25050-both_sexes--irnt
Tinnitus,4803,continuous,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing,,128983,,0.542341417587913,-0.00988345435972079,,,continuous-4803-both_sexes--
W16.1 Multiple osteotomy and internal fixation HFQ,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,253,213360,0.542542596803767,-0.195477441795491,,,categorical-41200-both_sexes-W161-
Z94.3 Left sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,107667,287174,0.542564490577488,0.0053263006535661,,,categorical-41210-both_sexes-Z943-
S08.9 Unspecified curettage of lesion of skin,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.54261641753798,0.226973835710885,,,categorical-41200-both_sexes-S089-
valine,valine,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94972,,0.542808052749552,0.0104780310453699,,,continuous-valine-both_sexes--custom
W24.8 Other specified closed reduction of fracture of bone and internal fixation,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,564,394277,0.543209089642894,0.1301007158887,,,categorical-41200-both_sexes-W248-
Infective/viral hepatitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,830,393953,0.543221223483596,0.105920831174171,,,categorical-20002-both_sexes-1156-
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left),25481,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.543297361053018,0.0237939532018251,,,continuous-25481-both_sexes--irnt
Nitrofurantoin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,231,394552,0.543352029914411,0.203267209237,,,categorical-20003-both_sexes-1140874126-
Labyrinthitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,188,394595,0.543494628496873,-0.222795370037924,,,categorical-20002-both_sexes-1499-
L42 Pityriasis rosea,131746,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1319,393522,0.54378045969322,0.0852644196630858,,,icd_first_occurrence-131746-both_sexes--
L20 Atopic dermatitis,131720,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,10935,383906,0.54392590616099,-0.0294902547640774,,,icd_first_occurrence-131720-both_sexes--
K59.2 Implantation of cardioverter defibrillator using two electrode leads,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,189,394652,0.545239152154049,-0.228092241234715,,,categorical-41200-both_sexes-K592-
"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",25790,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.545975034669766,0.0219686099707682,,,continuous-25790-both_sexes--irnt
H90 Conductive and sensorineural hearing loss,131258,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,5967,388874,0.546534917429861,-0.0398840790052578,,,icd_first_occurrence-131258-both_sexes--
V48.5 Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,439,394402,0.546539033101144,-0.146410890198148,,,categorical-41200-both_sexes-V485-
