nodes,in_gwas_catalog,alc_val,ALC_TRAIT,SMOK_TRAIT,SUD_TRAIT,NEUROPSYCH_TRAIT,HGNC Symbol,Approved name,family,GeneSet,adjP,N_Geneset,Heart_Atrial_Appendage,Heart_Left_Ventricle,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Colon_Transverse,Esophagus_Mucosa,Liver,Minor_Salivary_Gland,Pancreas,Small_Intestine_Terminal_Ileum,Stomach,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Adrenal_Gland,Cells_Cultured_fibroblasts,Muscle_Skeletal,Whole_Blood,Bladder,Kidney_Cortex,genebass_phewas
TMTC1,TRUE,FALSE,,,,"{'schizophrenia: schizophrenia (PMID: 35396580)', 'schizophrenia: schizophrenia (PMID: 29483656)', 'schizophrenia: schizophrenia (mtag) (PMID: 33479212)', 'schizophrenia: schizophrenia (PMID: 31740837)', 'schizophrenia: schizophrenia (PMID: 31268507)', 'schizophrenia: schizophrenia (PMID: 28991256)', 'schizophrenia: schizophrenia (PMID: 26198764)', 'schizophrenia: schizophrenia (PMID: 22885689)', 'schizophrenia: schizophrenia (mtag) (PMID: 32606422)', 'schizophrenia: schizophrenia (PMID: 25056061)', 'unipolar depression: major depressive disorder (PMID: 29317602)', 'schizophrenia: schizophrenia (PMID: 30285260)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Minor_Salivary_Gland', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Whole_Blood']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.01517091, 0.008161939, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 0.000130212]",19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"['operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - main opcs4', 'median t2star in putamen (left)']"
TP53I3,FALSE,FALSE,,,,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Esophagus_Mucosa', 'Liver', 'Small_Intestine_Terminal_Ileum', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.010612249, 0.01517091, 2.02e-14, 0.000166514, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 2.19e-13]",24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"['treatment/medication code', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date m46 first reported (other inflammatory spondylopathies)', 'date n46 first reported (male infertility)', 'date o69 first reported (labour and delivery complicated by umbilical cord complications)', 'non-cancer illness code, self-reported', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'volume of grey matter in crus i cerebellum (vermis)', 'treatment/medication code', 'operative procedures - secondary opcs4', 'volume of grey matter in crus i cerebellum (vermis)', 'date q79 first reported (congenital malformations of musculoskeletal system, not elsewhere classified)', 'operation code', 'operative procedures - main opcs4']"
TRIM45,TRUE,FALSE,,,,,,,,"['Esophagus_Mucosa', 'Small_Intestine_Terminal_Ileum', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Bladder']","[0.01517091, 0.000166514, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05, 1.51e-05, 0.019506718]",15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"['non-cancer illness code, self-reported', 'treatment/medication code', 'treatment/medication code', 'prospective memory result', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'treatment/medication code']"
TRMT6,TRUE,FALSE,,,,,TRMT6,tRNA methyltransferase 6 non-catalytic subunit,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.000201512, 0.008042111, 7.29e-09, 1.48e-05, 0.014497681, 0.000130212, 2.19e-13]",16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"['treatment/medication code', 'operative procedures - secondary opcs4', 'volume of grey matter in frontal orbital cortex (left)', 'treatment/medication code', 'operative procedures - secondary opcs4', 'volume of grey matter in frontal orbital cortex (left)', 'treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4']"
TRPM4,TRUE,FALSE,,,,,,,,"['Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Liver', 'Minor_Salivary_Gland', 'Pancreas', 'Small_Intestine_Terminal_Ileum', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Muscle_Skeletal']","[1.71e-06, 0.000559154, 0.007854812, 0.010612249, 2.02e-14, 0.008161939, 3.45e-08, 0.000166514, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 1.51e-05]",23,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"['treatment/medication code', 'weighted-mean mo in tract superior thalamic radiation (left)', 'date g82 first reported (paraplegia and tetraplegia)', 'date j69 first reported (pneumonitis due to solids and liquids)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'volume of grey matter in thalamus (right)', 'systolic blood pressure, automated reading', 'treatment/medication code', 'weighted-mean mo in tract superior thalamic radiation (left)', 'date g82 first reported (paraplegia and tetraplegia)', 'date j69 first reported (pneumonitis due to solids and liquids)']"
TRPM7,TRUE,FALSE,,,,,,,,"['Heart_Left_Ventricle', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood']","[1.71e-06, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.014497681, 1.51e-05, 0.000130212]",18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"['treatment/medication code', 'median t2star in pallidum (left)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'sitting height', 'forced vital capacity (fvc), best measure', 'forced vital capacity (fvc)', 'forced expiratory volume in 1-second (fev1)', 'peak expiratory flow (pef)', 'standing height', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi)', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) male', 'standing height', 'standing height female', 'sitting height', 'sitting height female', 'c64 malignant neoplasm of kidney, except renal pelvis', 'date g31 first reported (other degenerative diseases of nervous system, not elsewhere classified)', 'date l23 first reported (allergic contact dermatitis)', 'date l85 first reported (other epidermal thickening)', 'treatment/medication code', 'median t2star in pallidum (left)', 'operative procedures - secondary opcs4', 'standing height', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi)', 'standing height', 'standing height male']"
TTC21B,TRUE,FALSE,,,,"{'intelligence: general cognitive ability (PMID: 29844566)', 'cognitive function measurement, self reported educational attainment: cognitive aspects of educational attainment (PMID: 33414549)', 'attention deficit hyperactivity disorder, autism spectrum disorder, intelligence: attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy) (PMID: 35764056)', 'childhood aggressive behaviour measurement: childhood aggressive behavior (PMID: 34330890)', 'cognitive function measurement: cognitive performance (PMID: 30038396)', 'cognitive function measurement: cognitive performance (mtag) (PMID: 30038396)'}",,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Esophagus_Mucosa', 'Liver', 'Pancreas', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.01517091, 2.02e-14, 3.45e-08, 6.3e-06, 0.00480754, 0.000927226, 0.009738567, 5.23e-05, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.000130212, 2.19e-13]",19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"['date o73 first reported (retained placenta and membranes, without haemorrhage)', 'operative procedures - main opcs4', 'weighted-mean mo in tract inferior longitudinal fasciculus (left)', 'systolic blood pressure, automated reading', 'date o73 first reported (retained placenta and membranes, without haemorrhage)']"
TXK,TRUE,FALSE,,,{'opioid dependence: opioid addiction (PMID: 36207451)'},,,,,"['Small_Intestine_Terminal_Ileum', 'Whole_Blood']","[0.000166514, 0.000130212]",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"['operative procedures - main opcs4', 'date l71 first reported (rosacea)']"
UGT1A1,TRUE,FALSE,,,,,UGT1A1,UDP glucuronosyltransferase family 1 member A1,UDP-glycosyltransferase family,"['Colon_Transverse', 'Small_Intestine_Terminal_Ileum']","[0.010612249, 0.000166514]",2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'treatment/medication code', 'operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'non-cancer illness code, self-reported', 'recent feelings of depression', 'direct bilirubin', 'total bilirubin']"
UGT1A10,TRUE,FALSE,,,,"{'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 36804072)', ""late-onset alzheimers disease: late-onset alzheimer's disease (PMID: 27770636)"", 'plasma clozapine measurement: plasma clozapine levels in treatment-resistant schizophrenia (PMID: 36804072)', 'serum n-desmethylclozapine measurement: n-desmethylclozapine concentration in schizophrenia (PMID: 32555152)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 30922102)'}",UGT1A10,UDP glucuronosyltransferase family 1 member A3,UDP-glycosyltransferase family,"['Colon_Transverse', 'Esophagus_Mucosa', 'Small_Intestine_Terminal_Ileum', 'Stomach']","[0.010612249, 0.01517091, 0.000166514, 0.000264488]",4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'treatment/medication code', 'operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'non-cancer illness code, self-reported', 'direct bilirubin', 'total bilirubin']"
UGT1A3,TRUE,FALSE,,,,,UGT1A3,UDP glucuronosyltransferase family 1 member A4,UDP-glycosyltransferase family,['Liver'],[2.02e-14],1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['operation code', 'white blood cell (leukocyte) count', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'total bilirubin', 'operation code', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'volume of grey matter in middle temporal gyrus, posterior division (left)', 'direct bilirubin', 'total bilirubin', 'date j69 first reported (pneumonitis due to solids and liquids)']"
UGT1A4,TRUE,FALSE,,,,{'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 30922102)'},UGT1A4,UDP glucuronosyltransferase family 1 member A5,UDP-glycosyltransferase family,['Liver'],[2.02e-14],1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['direct bilirubin', 'total bilirubin', 'vitamin d', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'direct bilirubin', 'total bilirubin', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'vitamin d', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'non-cancer illness code, self-reported', 'direct bilirubin', 'total bilirubin', 'date k10 first reported (other diseases of jaws)']"
UGT1A5,TRUE,FALSE,,,,"{'plasma clozapine measurement: plasma clozapine levels in treatment-resistant schizophrenia (PMID: 36804072)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 30922102)', 'serum n-desmethylclozapine measurement: n-desmethylclozapine concentration in schizophrenia (PMID: 32555152)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 36804072)'}",UGT1A5,UDP glucuronosyltransferase family 1 member A6,UDP-glycosyltransferase family,['Small_Intestine_Terminal_Ileum'],[0.000166514],1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['operation code', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date b54 first reported (unspecified malaria)', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'date n63 first reported (unspecified lump in breast)', 'non-cancer illness code, self-reported', 'direct bilirubin', 'total bilirubin', 'operation code', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date b54 first reported (unspecified malaria)', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'number of beats in waveform average for pwa', 'direct bilirubin', 'total bilirubin', 'waist-to-hip ratio (whr) female', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)']"
UGT1A6,TRUE,FALSE,,,,"{'plasma clozapine measurement: plasma clozapine levels in treatment-resistant schizophrenia (PMID: 36804072)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 30922102)', 'serum n-desmethylclozapine measurement: n-desmethylclozapine concentration in schizophrenia (PMID: 32555152)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 36804072)'}",UGT1A6,UDP glucuronosyltransferase family 1 member A7,UDP-glycosyltransferase family,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Stomach', 'Kidney_Cortex']","[0.000559154, 0.007854812, 0.01517091, 2.02e-14, 0.000264488, 2.19e-13]",6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"['treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date b54 first reported (unspecified malaria)', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'treatment/medication code', 'direct bilirubin', 'cystatin c', 'total bilirubin', 'date g71 first reported (primary disorders of muscles)', 'date m21 first reported (other acquired deformities of limbs)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'operation code', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date b54 first reported (unspecified malaria)', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'date g71 first reported (primary disorders of muscles)', 'date o12 first reported (gestational [pregnancy-induced] oedema and proteinuria without hypertension)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'medication for cholesterol, blood pressure, diabetes, or take exogenous hormones', 'direct bilirubin']"
UGT1A7,TRUE,FALSE,,,,"{'plasma clozapine measurement: plasma clozapine levels in treatment-resistant schizophrenia (PMID: 36804072)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 30922102)', 'serum n-desmethylclozapine measurement: n-desmethylclozapine concentration in schizophrenia (PMID: 32555152)', 'plasma n-desmethylclozapine measurement: plasma norclozapine levels in treatment-resistant schizophrenia (PMID: 36804072)'}",UGT1A7,UDP glucuronosyltransferase family 1 member A8,UDP-glycosyltransferase family,['Esophagus_Mucosa'],[0.01517091],1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'treatment/medication code', 'direct bilirubin', 'total bilirubin', 'date h33 first reported (retinal detachments and breaks)', 'date i30 first reported (acute pericarditis)', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin', 'date e80 first reported (disorders of porphyrin and bilirubin metabolism)', 'non-cancer illness code, self-reported', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'direct bilirubin', 'total bilirubin']"
